      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  9.877e-05  1.151e-08  1.518e-08  4.868e-10  5.187e-16 
 1.000e-11  1.014e-04  1.430e-06  1.756e-05  2.896e-08  1.078e-12 
 2.000e-11  1.098e-04  5.256e-06  6.267e-05  5.887e-08  8.139e-12 
 3.000e-11  1.236e-04  1.109e-05  1.351e-04  8.513e-08  2.188e-11 
 4.000e-11  1.425e-04  1.861e-05  2.345e-04  1.329e-07  3.538e-11 
 5.000e-11  1.650e-04  2.763e-05  3.601e-04  2.557e-07  4.773e-11 
 6.000e-11  1.894e-04  3.791e-05  5.114e-04  4.284e-07  6.279e-11 
 7.000e-11  2.135e-04  4.915e-05  6.878e-04  5.986e-07  8.547e-11 
 8.000e-11  2.359e-04  6.115e-05  8.891e-04  7.362e-07  1.192e-10 
 9.000e-11  2.554e-04  7.379e-05  1.115e-03  8.169e-07  1.557e-10 
 1.000e-10  2.710e-04  8.702e-05  1.367e-03  8.552e-07  1.934e-10 
 1.100e-10  2.819e-04  1.008e-04  1.643e-03  8.618e-07  2.316e-10 
 1.200e-10  2.871e-04  1.153e-04  1.946e-03  8.498e-07  2.705e-10 
 1.300e-10  2.858e-04  1.303e-04  2.274e-03  8.292e-07  3.079e-10 
 1.400e-10  2.767e-04  1.461e-04  2.629e-03  8.094e-07  3.378e-10 
 1.500e-10  2.590e-04  1.626e-04  3.012e-03  7.941e-07  3.503e-10 
 1.600e-10  2.320e-04  1.800e-04  3.423e-03  7.840e-07  3.401e-10 
 1.700e-10  1.955e-04  1.983e-04  3.865e-03  7.782e-07  3.126e-10 
 1.800e-10  1.507e-04  2.176e-04  4.338e-03  7.759e-07  2.858e-10 
 1.900e-10  1.002e-04  2.380e-04  4.846e-03  7.761e-07  2.768e-10 
 2.000e-10  5.171e-05  2.597e-04  5.390e-03  7.756e-07  2.870e-10 
 2.100e-10  4.509e-05  2.828e-04  5.973e-03  7.713e-07  3.240e-10 
 2.200e-10  9.013e-05  3.075e-04  6.596e-03  7.805e-07  3.684e-10 
 2.300e-10  1.400e-04  3.337e-04  7.264e-03  7.924e-07  4.451e-10 
 2.400e-10  1.842e-04  3.612e-04  7.978e-03  8.102e-07  5.515e-10 
 2.500e-10  2.197e-04  3.899e-04  8.742e-03  8.375e-07  6.514e-10 
 2.600e-10  2.457e-04  4.197e-04  9.558e-03  8.740e-07  7.196e-10 
 2.700e-10  2.627e-04  4.503e-04  1.043e-02  9.169e-07  7.537e-10 
 2.800e-10  2.721e-04  4.814e-04  1.135e-02  9.616e-07  7.638e-10 
 2.900e-10  2.758e-04  5.129e-04  1.234e-02  1.003e-06  7.605e-10 
 3.000e-10  2.756e-04  5.445e-04  1.338e-02  1.038e-06  7.504e-10 
 3.100e-10  2.731e-04  5.761e-04  1.448e-02  1.065e-06  7.372e-10 
 3.200e-10  2.695e-04  6.075e-04  1.563e-02  1.085e-06  7.225e-10 
 3.300e-10  2.658e-04  6.385e-04  1.685e-02  1.099e-06  7.072e-10 
 3.400e-10  2.628e-04  6.691e-04  1.812e-02  1.107e-06  6.916e-10 
 3.500e-10  2.609e-04  6.990e-04  1.945e-02  1.113e-06  6.753e-10 
 3.600e-10  2.606e-04  7.282e-04  2.083e-02  1.115e-06  6.582e-10 
 3.700e-10  2.618e-04  7.567e-04  2.226e-02  1.114e-06  6.405e-10 
 3.800e-10  2.647e-04  7.843e-04  2.375e-02  1.112e-06  6.229e-10 
 3.900e-10  2.691e-04  8.110e-04  2.528e-02  1.109e-06  6.065e-10 
 4.000e-10  2.747e-04  8.366e-04  2.686e-02  1.107e-06  1.918e-09 
 4.100e-10  2.810e-04  8.541e-04  2.849e-02  1.106e-06  5.380e-09 
 4.200e-10  2.878e-04  8.579e-04  3.013e-02  1.103e-06  1.972e-09 
 4.300e-10  2.949e-04  8.594e-04  3.178e-02  1.103e-06  7.115e-10 
 4.400e-10  3.023e-04  8.607e-04  3.342e-02  1.102e-06  5.039e-10 
 4.500e-10  3.100e-04  8.619e-04  3.507e-02  1.101e-06  5.087e-10 
 4.600e-10  3.180e-04  8.631e-04  3.671e-02  1.101e-06  5.136e-10 
 4.700e-10  3.263e-04  8.644e-04  3.836e-02  1.100e-06  5.185e-10 
 4.800e-10  3.348e-04  8.656e-04  4.000e-02  1.099e-06  5.234e-10 
 4.900e-10  3.435e-04  8.669e-04  4.165e-02  1.099e-06  5.284e-10 
 5.000e-10  3.524e-04  8.682e-04  4.329e-02  1.098e-06  5.334e-10 
                                                            
