      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  9.877e-05  1.132e-08  1.503e-08  3.748e-10  5.208e-16 
 1.000e-11  1.002e-04  2.098e-07  1.176e-05  4.211e-08  2.907e-13 
 2.000e-11  1.049e-04  7.473e-07  3.951e-05  8.564e-08  3.699e-12 
 3.000e-11  1.129e-04  1.853e-06  8.316e-05  1.242e-07  1.287e-11 
 4.000e-11  1.239e-04  4.042e-06  1.425e-04  1.507e-07  2.151e-11 
 5.000e-11  1.372e-04  8.118e-06  2.170e-04  1.785e-07  3.290e-11 
 6.000e-11  1.516e-04  1.438e-05  3.064e-04  2.436e-07  5.530e-11 
 7.000e-11  1.655e-04  2.268e-05  4.104e-04  3.493e-07  9.947e-11 
 8.000e-11  1.775e-04  3.278e-05  5.286e-04  4.572e-07  1.642e-10 
 9.000e-11  1.865e-04  4.456e-05  6.610e-04  5.449e-07  2.475e-10 
 1.000e-10  1.914e-04  5.796e-05  8.076e-04  6.052e-07  3.375e-10 
 1.100e-10  1.914e-04  7.282e-05  9.686e-04  6.291e-07  4.183e-10 
 1.200e-10  1.859e-04  8.894e-05  1.144e-03  6.204e-07  4.802e-10 
 1.300e-10  1.743e-04  1.061e-04  1.335e-03  5.978e-07  5.163e-10 
 1.400e-10  1.563e-04  1.242e-04  1.542e-03  5.701e-07  5.160e-10 
 1.500e-10  1.319e-04  1.431e-04  1.767e-03  5.481e-07  4.811e-10 
 1.600e-10  1.020e-04  1.628e-04  2.009e-03  5.359e-07  4.222e-10 
 1.700e-10  6.889e-05  1.833e-04  2.271e-03  5.332e-07  3.786e-10 
 1.800e-10  4.096e-05  2.047e-04  2.554e-03  5.356e-07  4.045e-10 
 1.900e-10  4.450e-05  2.273e-04  2.859e-03  5.370e-07  5.321e-10 
 2.000e-10  7.459e-05  2.514e-04  3.189e-03  5.334e-07  7.563e-10 
 2.100e-10  1.062e-04  2.773e-04  3.546e-03  5.250e-07  1.063e-09 
 2.200e-10  1.310e-04  3.052e-04  3.932e-03  5.189e-07  1.412e-09 
 2.300e-10  1.452e-04  3.355e-04  4.349e-03  5.237e-07  1.731e-09 
 2.400e-10  1.470e-04  3.681e-04  4.802e-03  5.405e-07  1.961e-09 
 2.500e-10  1.369e-04  4.032e-04  5.292e-03  5.636e-07  2.104e-09 
 2.600e-10  1.166e-04  4.409e-04  5.823e-03  5.849e-07  2.215e-09 
 2.700e-10  8.967e-05  4.811e-04  6.398e-03  5.981e-07  2.366e-09 
 2.800e-10  6.161e-05  5.239e-04  7.020e-03  6.014e-07  2.602e-09 
 2.900e-10  4.466e-05  5.692e-04  7.691e-03  5.979e-07  2.924e-09 
 3.000e-10  5.480e-05  6.167e-04  8.415e-03  5.946e-07  3.292e-09 
 3.100e-10  8.090e-05  6.661e-04  9.192e-03  6.001e-07  3.656e-09 
 3.200e-10  1.095e-04  7.171e-04  1.003e-02  6.209e-07  3.974e-09 
 3.300e-10  1.367e-04  7.693e-04  1.092e-02  6.586e-07  4.216e-09 
 3.400e-10  1.615e-04  8.223e-04  1.187e-02  7.103e-07  4.372e-09 
 3.500e-10  1.840e-04  8.756e-04  1.288e-02  7.706e-07  4.446e-09 
 3.600e-10  2.049e-04  9.291e-04  1.395e-02  8.334e-07  4.451e-09 
 3.700e-10  2.248e-04  9.824e-04  1.507e-02  8.938e-07  4.402e-09 
 3.800e-10  2.443e-04  1.035e-03  1.626e-02  9.482e-07  4.312e-09 
 3.900e-10  2.641e-04  1.087e-03  1.750e-02  9.946e-07  4.191e-09 
 4.000e-10  2.847e-04  1.138e-03  1.880e-02  1.032e-06  4.045e-09 
 4.100e-10  3.063e-04  1.189e-03  2.016e-02  1.060e-06  3.878e-09 
 4.200e-10  3.292e-04  1.237e-03  2.156e-02  1.077e-06  3.697e-09 
 4.300e-10  3.537e-04  1.285e-03  2.303e-02  1.081e-06  3.506e-09 
 4.400e-10  3.797e-04  1.331e-03  2.454e-02  1.069e-06  3.319e-09 
 4.500e-10  4.070e-04  1.376e-03  2.610e-02  1.035e-06  3.158e-09 
 4.600e-10  4.353e-04  1.419e-03  2.771e-02  9.774e-07  6.231e-09 
 4.700e-10  4.639e-04  1.449e-03  2.934e-02  9.284e-07  1.463e-08 
 4.800e-10  4.927e-04  1.465e-03  3.098e-02  9.103e-07  1.352e-08 
