      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  2.383e-04  1.143e-08  1.513e-08  4.058e-09  5.542e-16 
 1.000e-11  2.388e-04  2.966e-06  1.496e-05  7.965e-07  7.382e-12 
 2.000e-11  2.391e-04  1.186e-05  5.173e-05  1.452e-06  5.180e-11 
 3.000e-11  2.416e-04  2.651e-05  1.086e-04  1.828e-06  1.376e-10 
 4.000e-11  2.474e-04  4.587e-05  1.845e-04  1.861e-06  2.802e-10 
 5.000e-11  2.554e-04  6.839e-05  2.803e-04  1.642e-06  4.370e-10 
 6.000e-11  2.638e-04  9.315e-05  3.976e-04  1.387e-06  5.579e-10 
 7.000e-11  2.707e-04  1.197e-04  5.378e-04  1.237e-06  6.381e-10 
 8.000e-11  2.748e-04  1.476e-04  7.014e-04  1.173e-06  6.920e-10 
 9.000e-11  2.758e-04  1.765e-04  8.889e-04  1.144e-06  7.331e-10 
 1.000e-10  2.732e-04  2.063e-04  1.101e-03  1.118e-06  7.640e-10 
 1.100e-10  2.668e-04  2.366e-04  1.337e-03  1.089e-06  7.846e-10 
 1.200e-10  2.561e-04  2.673e-04  1.598e-03  1.054e-06  7.977e-10 
 1.300e-10  2.407e-04  2.984e-04  1.885e-03  1.021e-06  8.035e-10 
 1.400e-10  2.200e-04  3.300e-04  2.199e-03  9.925e-07  7.984e-10 
 1.500e-10  1.939e-04  3.621e-04  2.539e-03  9.699e-07  7.822e-10 
 1.600e-10  1.624e-04  3.949e-04  2.907e-03  9.555e-07  7.694e-10 
 1.700e-10  1.267e-04  4.288e-04  3.305e-03  9.487e-07  8.006e-10 
 1.800e-10  8.980e-05  4.639e-04  3.732e-03  9.473e-07  9.239e-10 
 1.900e-10  6.103e-05  5.007e-04  4.192e-03  9.481e-07  1.148e-09 
 2.000e-10  6.171e-05  5.394e-04  4.686e-03  9.485e-07  1.442e-09 
 2.100e-10  9.076e-05  5.802e-04  5.215e-03  9.484e-07  1.765e-09 
 2.200e-10  1.263e-04  6.236e-04  5.782e-03  9.503e-07  2.082e-09 
 2.300e-10  1.586e-04  6.697e-04  6.389e-03  9.570e-07  2.360e-09 
 2.400e-10  1.836e-04  7.187e-04  7.040e-03  9.705e-07  2.574e-09 
 2.500e-10  1.996e-04  7.707e-04  7.736e-03  9.917e-07  2.720e-09 
 2.600e-10  2.064e-04  8.256e-04  8.481e-03  1.022e-06  2.822e-09 
 2.700e-10  2.051e-04  8.833e-04  9.276e-03  1.062e-06  2.913e-09 
 2.800e-10  1.975e-04  9.432e-04  1.013e-02  1.108e-06  3.010e-09 
 2.900e-10  1.856e-04  1.005e-03  1.103e-02  1.152e-06  3.111e-09 
 3.000e-10  1.716e-04  1.068e-03  1.199e-02  1.186e-06  3.201e-09 
 3.100e-10  1.576e-04  1.132e-03  1.301e-02  1.208e-06  3.263e-09 
 3.200e-10  1.453e-04  1.196e-03  1.408e-02  1.220e-06  3.291e-09 
 3.300e-10  1.364e-04  1.261e-03  1.522e-02  1.226e-06  3.281e-09 
 3.400e-10  1.319e-04  1.324e-03  1.641e-02  1.228e-06  3.238e-09 
 3.500e-10  1.327e-04  1.387e-03  1.765e-02  1.227e-06  3.164e-09 
 3.600e-10  1.386e-04  1.449e-03  1.895e-02  1.225e-06  3.064e-09 
 3.700e-10  1.490e-04  1.509e-03  2.031e-02  1.223e-06  2.940e-09 
 3.800e-10  1.632e-04  1.568e-03  2.172e-02  1.223e-06  2.798e-09 
 3.900e-10  1.803e-04  1.625e-03  2.319e-02  1.227e-06  2.649e-09 
 4.000e-10  1.997e-04  1.680e-03  2.470e-02  1.237e-06  2.512e-09 
 4.100e-10  2.208e-04  1.733e-03  2.626e-02  1.252e-06  7.353e-09 
 4.200e-10  2.431e-04  1.774e-03  2.786e-02  1.266e-06  2.010e-08 
 4.300e-10  2.661e-04  1.796e-03  2.949e-02  1.273e-06  1.512e-08 
 4.400e-10  2.897e-04  1.801e-03  3.113e-02  1.274e-06  8.247e-10 
 4.500e-10  3.137e-04  1.802e-03  3.277e-02  1.274e-06  8.247e-10 
 4.600e-10  3.380e-04  1.803e-03  3.442e-02  1.274e-06  8.247e-10 
 4.700e-10  3.626e-04  1.803e-03  3.606e-02  1.274e-06  8.246e-10 
 4.800e-10  3.874e-04  1.804e-03  3.770e-02  1.274e-06  8.246e-10 
 4.900e-10  4.124e-04  1.805e-03  3.935e-02  1.274e-06  8.246e-10 
 5.000e-10  4.375e-04  1.806e-03  4.099e-02  1.274e-06  8.246e-10 
                                                            
