      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  4.938e-05  1.132e-08  1.503e-08  4.539e-11  5.207e-16 
 1.000e-11  4.978e-05  1.376e-07  1.177e-05  2.134e-09  4.594e-15 
 2.000e-11  5.111e-05  2.792e-07  3.957e-05  4.418e-09  2.007e-14 
 3.000e-11  5.332e-05  4.386e-07  8.339e-05  6.997e-09  4.809e-14 
 4.000e-11  5.637e-05  6.162e-07  1.432e-04  9.969e-09  8.832e-14 
 5.000e-11  6.019e-05  8.151e-07  2.189e-04  1.334e-08  1.351e-13 
 6.000e-11  6.469e-05  1.047e-06  3.105e-04  1.662e-08  1.532e-13 
 7.000e-11  6.969e-05  1.351e-06  4.179e-04  1.943e-08  1.348e-13 
 8.000e-11  7.492e-05  1.808e-06  5.409e-04  2.042e-08  1.516e-13 
 9.000e-11  7.995e-05  2.524e-06  6.796e-04  2.010e-08  4.054e-13 
 1.000e-10  8.421e-05  3.585e-06  8.339e-04  1.896e-08  8.711e-13 
 1.100e-10  8.701e-05  5.042e-06  1.004e-03  1.707e-08  1.520e-12 
 1.200e-10  8.762e-05  6.912e-06  1.190e-03  1.541e-08  2.281e-12 
 1.300e-10  8.541e-05  9.182e-06  1.393e-03  1.470e-08  3.019e-12 
 1.400e-10  7.983e-05  1.181e-05  1.613e-03  1.417e-08  3.534e-12 
 1.500e-10  7.055e-05  1.475e-05  1.851e-03  1.368e-08  3.627e-12 
 1.600e-10  5.753e-05  1.794e-05  2.108e-03  1.331e-08  3.202e-12 
 1.700e-10  4.109e-05  2.134e-05  2.384e-03  1.313e-08  2.510e-12 
 1.800e-10  2.197e-05  2.492e-05  2.683e-03  1.306e-08  2.500e-12 
 1.900e-10  2.214e-06  2.869e-05  3.005e-03  1.282e-08  5.473e-12 
 2.000e-10  1.938e-05  3.275e-05  3.352e-03  1.269e-08  9.586e-12 
 2.100e-10  3.830e-05  3.706e-05  3.728e-03  1.262e-08  1.053e-11 
 2.200e-10  5.390e-05  4.163e-05  4.133e-03  1.262e-08  1.125e-11 
 2.300e-10  6.476e-05  4.650e-05  4.572e-03  1.285e-08  1.261e-11 
 2.400e-10  7.002e-05  5.165e-05  5.047e-03  1.359e-08  1.459e-11 
 2.500e-10  6.950e-05  5.708e-05  5.561e-03  1.488e-08  1.665e-11 
 2.600e-10  6.366e-05  6.278e-05  6.118e-03  1.644e-08  1.854e-11 
 2.700e-10  5.341e-05  6.875e-05  6.721e-03  1.784e-08  2.021e-11 
 2.800e-10  3.990e-05  7.501e-05  7.372e-03  1.877e-08  2.172e-11 
 2.900e-10  2.435e-05  8.154e-05  8.074e-03  1.915e-08  2.303e-11 
 3.000e-10  8.148e-06  8.833e-05  8.829e-03  1.921e-08  2.455e-11 
 3.100e-10  9.946e-06  9.533e-05  9.640e-03  1.927e-08  2.685e-11 
 3.200e-10  2.611e-05  1.025e-04  1.051e-02  1.970e-08  2.795e-11 
 3.300e-10  4.193e-05  1.098e-04  1.143e-02  2.073e-08  2.872e-11 
 3.400e-10  5.708e-05  1.171e-04  1.242e-02  2.261e-08  2.928e-11 
 3.500e-10  7.162e-05  1.244e-04  1.346e-02  2.543e-08  2.972e-11 
 3.600e-10  8.571e-05  1.316e-04  1.457e-02  2.924e-08  3.001e-11 
 3.700e-10  9.958e-05  1.387e-04  1.573e-02  3.402e-08  3.021e-11 
 3.800e-10  1.134e-04  1.458e-04  1.695e-02  3.965e-08  3.033e-11 
 3.900e-10  1.275e-04  1.526e-04  1.822e-02  4.590e-08  3.037e-11 
 4.000e-10  1.420e-04  1.593e-04  1.956e-02  5.245e-08  3.039e-11 
