      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  9.877e-05  1.146e-08  1.514e-08  4.526e-10  5.177e-16 
 1.000e-11  1.006e-04  2.395e-07  1.611e-05  4.585e-08  2.307e-13 
 2.000e-11  1.067e-04  8.009e-07  5.689e-05  9.263e-08  1.909e-12 
 3.000e-11  1.169e-04  1.949e-06  1.222e-04  1.306e-07  6.100e-12 
 4.000e-11  1.310e-04  4.275e-06  2.116e-04  1.544e-07  1.222e-11 
 5.000e-11  1.477e-04  8.395e-06  3.246e-04  1.960e-07  1.932e-11 
 6.000e-11  1.657e-04  1.417e-05  4.607e-04  2.876e-07  2.845e-11 
 7.000e-11  1.831e-04  2.118e-05  6.195e-04  3.984e-07  4.220e-11 
 8.000e-11  1.986e-04  2.915e-05  8.010e-04  5.066e-07  6.476e-11 
 9.000e-11  2.112e-04  3.796e-05  1.005e-03  5.838e-07  9.309e-11 
 1.000e-10  2.198e-04  4.756e-05  1.232e-03  6.250e-07  1.245e-10 
 1.100e-10  2.237e-04  5.790e-05  1.481e-03  6.414e-07  1.560e-10 
 1.200e-10  2.220e-04  6.894e-05  1.754e-03  6.380e-07  1.847e-10 
 1.300e-10  2.139e-04  8.065e-05  2.051e-03  6.250e-07  2.063e-10 
 1.400e-10  1.988e-04  9.298e-05  2.372e-03  6.088e-07  2.150e-10 
 1.500e-10  1.763e-04  1.059e-04  2.719e-03  5.947e-07  2.051e-10 
 1.600e-10  1.465e-04  1.194e-04  3.094e-03  5.849e-07  1.752e-10 
 1.700e-10  1.104e-04  1.335e-04  3.496e-03  5.804e-07  1.332e-10 
 1.800e-10  7.101e-05  1.482e-04  3.930e-03  5.798e-07  9.861e-11 
 1.900e-10  3.857e-05  1.635e-04  4.395e-03  5.805e-07  9.734e-11 
 2.000e-10  4.807e-05  1.797e-04  4.896e-03  5.805e-07  1.310e-10 
 2.100e-10  8.529e-05  1.967e-04  5.433e-03  5.811e-07  1.900e-10 
 2.200e-10  1.230e-04  2.146e-04  6.010e-03  5.846e-07  2.717e-10 
 2.300e-10  1.546e-04  2.335e-04  6.629e-03  5.946e-07  3.641e-10 
 2.400e-10  1.775e-04  2.534e-04  7.293e-03  6.137e-07  4.456e-10 
 2.500e-10  1.908e-04  2.741e-04  8.005e-03  6.421e-07  4.968e-10 
 2.600e-10  1.948e-04  2.957e-04  8.768e-03  6.764e-07  5.122e-10 
 2.700e-10  1.906e-04  3.180e-04  9.583e-03  7.112e-07  4.990e-10 
 2.800e-10  1.802e-04  3.409e-04  1.045e-02  7.409e-07  4.725e-10 
 2.900e-10  1.655e-04  3.643e-04  1.138e-02  7.623e-07  4.458e-10 
 3.000e-10  1.485e-04  3.881e-04  1.236e-02  7.752e-07  4.258e-10 
 3.100e-10  1.310e-04  4.121e-04  1.341e-02  7.813e-07  4.131e-10 
 3.200e-10  1.146e-04  4.361e-04  1.451e-02  7.828e-07  4.053e-10 
 3.300e-10  1.012e-04  4.600e-04  1.567e-02  7.814e-07  3.994e-10 
 3.400e-10  9.230e-05  4.837e-04  1.688e-02  7.783e-07  3.930e-10 
 3.500e-10  8.933e-05  5.071e-04  1.815e-02  7.744e-07  3.845e-10 
 3.600e-10  9.274e-05  5.300e-04  1.948e-02  7.702e-07  3.734e-10 
 3.700e-10  1.018e-04  5.523e-04  2.086e-02  7.663e-07  3.593e-10 
 3.800e-10  1.151e-04  5.741e-04  2.230e-02  7.636e-07  3.426e-10 
 3.900e-10  1.315e-04  5.953e-04  2.379e-02  7.622e-07  3.247e-10 
 4.000e-10  1.500e-04  6.158e-04  2.532e-02  7.618e-07  3.077e-10 
 4.100e-10  1.700e-04  6.357e-04  2.691e-02  7.611e-07  2.945e-10 
 4.200e-10  1.911e-04  6.532e-04  2.854e-02  7.577e-07  3.120e-09 
 4.300e-10  2.127e-04  6.592e-04  3.018e-02  7.574e-07  2.238e-09 
 4.400e-10  2.347e-04  6.609e-04  3.182e-02  7.575e-07  9.869e-10 
 4.500e-10  2.569e-04  6.617e-04  3.347e-02  7.575e-07  4.053e-10 
 4.600e-10  2.794e-04  6.624e-04  3.511e-02  7.575e-07  3.842e-10 
 4.700e-10  3.021e-04  6.631e-04  3.676e-02  7.575e-07  3.845e-10 
 4.800e-10  3.249e-04  6.637e-04  3.840e-02  7.575e-07  3.848e-10 
 4.900e-10  3.477e-04  6.644e-04  4.005e-02  7.575e-07  3.851e-10 
 5.000e-10  3.707e-04  6.651e-04  4.169e-02  7.575e-07  3.854e-10 
                                                            
