-3.712500000000000000e+01	-3.000000000000000000e+00	3.712500000000000000e+01	1.000000000000000000e+01
0.000000000000000000e+00	8.200000000000000691e-03	0.000000000000000000e+00	2.804566046305563301e+06
2.000000000000000096e-04	8.200000000000000691e-03	-1.774781201609965065e+05	2.803041074529719539e+06
4.000000000000000192e-04	8.200000000000000691e-03	-3.176710762699652696e+05	2.798345122717584949e+06
6.000000000000000559e-04	8.200000000000000691e-03	-4.569648352287281305e+05	2.790529655979323667e+06
8.000000000000000383e-04	8.200000000000000691e-03	-5.954640104115593713e+05	2.779619881141446531e+06
1.000000000000000021e-03	8.200000000000000691e-03	-7.330637370011494495e+05	2.765638904747502878e+06
1.200000000000000112e-03	8.200000000000000691e-03	-8.696192404325486859e+05	2.748611940426765941e+06
1.400000000000000203e-03	8.200000000000000691e-03	-1.004973689277432975e+06	2.728567561876804568e+06
1.600000000000000077e-03	8.200000000000000691e-03	-1.138966374328740407e+06	2.705538155137538910e+06
1.800000000000000168e-03	8.200000000000000691e-03	-1.271435956391293555e+06	2.679560075546083506e+06
2.000000000000000042e-03	8.200000000000000691e-03	-1.402222057253919076e+06	2.650673670904613100e+06
2.200000000000000133e-03	8.200000000000000691e-03	-1.531166179465737194e+06	2.618923233806045260e+06
2.400000000000000223e-03	8.200000000000000691e-03	-1.658112314055486582e+06	2.584356911514778156e+06
2.600000000000000314e-03	8.200000000000000691e-03	-1.782907385723824147e+06	2.547026587869849522e+06
2.800000000000000405e-03	8.200000000000000691e-03	-1.905401604238283820e+06	2.506987745448192582e+06
3.000000000000000062e-03	8.200000000000000691e-03	-2.025448756134853233e+06	2.464299313203745987e+06
3.200000000000000153e-03	8.200000000000000691e-03	-2.142906454730200116e+06	2.419023503233832307e+06
3.400000000000000244e-03	8.200000000000000691e-03	-2.257636358469499275e+06	2.371225639462073334e+06
3.600000000000000335e-03	8.200000000000000691e-03	-2.369504363480068278e+06	2.320973980523426551e+06
3.800000000000000426e-03	8.200000000000000691e-03	-2.478380773959854152e+06	2.268339538818881847e+06
4.000000000000000083e-03	8.200000000000000691e-03	-2.584140452790348791e+06	2.213395897487639915e+06
4.200000000000000608e-03	8.200000000000000691e-03	-2.686662954071792308e+06	2.156219026876060758e+06
4.400000000000000265e-03	8.200000000000000691e-03	-2.785832638895122800e+06	2.096887101939408574e+06
4.600000000000000790e-03	8.200000000000000691e-03	-2.881538775457368698e+06	2.035480321880296338e+06
4.800000000000000447e-03	8.200000000000000691e-03	-2.973675624520524405e+06	1.972080733198140515e+06
5.000000000000000104e-03	8.200000000000000691e-03	-3.062142511164900381e+06	1.906772057195373811e+06
5.200000000000000629e-03	8.200000000000000691e-03	-3.146843883769072592e+06	1.839639522855218733e+06
5.400000000000000286e-03	8.200000000000000691e-03	-3.227689361143451184e+06	1.770769705873291939e+06
5.600000000000000810e-03	8.200000000000000691e-03	-3.304593768743679859e+06	1.700250374493244104e+06
5.800000000000000468e-03	8.200000000000000691e-03	-3.377477164886726532e+06	1.628170342665193835e+06
6.000000000000000125e-03	8.200000000000000691e-03	-3.446264857883294579e+06	1.554619330916988663e+06
6.200000000000000649e-03	8.200000000000000691e-03	-3.510887414983163588e+06	1.479687835205103504e+06
6.400000000000000307e-03	8.200000000000000691e-03	-3.571280664004685823e+06	1.403467003893967951e+06
6.600000000000000831e-03	8.200000000000000691e-03	-3.627385688486159779e+06	1.326048522903491277e+06
6.800000000000000488e-03	8.200000000000000691e-03	-3.679148817155573051e+06	1.247524508963486878e+06
7.000000000000000146e-03	8.200000000000000691e-03	-3.726521608467998449e+06	1.167987410823103739e+06
7.200000000000000670e-03	8.200000000000000691e-03	-3.769460830907727126e+06	1.087529918183092261e+06
7.400000000000000328e-03	8.200000000000000691e-03	-3.807928439696235582e+06	1.006244878048794228e+06
7.600000000000000852e-03	8.200000000000000691e-03	-3.841891550489475951e+06	9.242252181430332130e+05
7.800000000000000509e-03	8.200000000000000691e-03	-3.871322410589759238e+06	8.415638769689092878e+05
8.000000000000000167e-03	8.200000000000000691e-03	-3.896198368139618542e+06	7.583537400735451374e+05
8.200000000000000691e-03	8.200000000000000691e-03	-3.916501839709265623e+06	6.746875820335795870e+05
8.400000000000001216e-03	8.200000000000000691e-03	-3.932220276636282448e+06	5.906580136608341709e+05
8.600000000000000006e-03	8.200000000000000691e-03	-3.943346130426175427e+06	5.063574339114773902e+05
8.800000000000000530e-03	8.200000000000000691e-03	-3.949876817476692609e+06	4.218779859723076224e+05
9.000000000000001055e-03	8.200000000000000691e-03	-3.951814683346977923e+06	3.373115169934659498e+05
9.200000000000001579e-03	8.200000000000000691e-03	-3.949166966754967347e+06	2.527495409355806769e+05
9.400000000000000369e-03	8.200000000000000691e-03	-3.941945763452704065e+06	1.682832040014314989e+05
9.600000000000000894e-03	8.200000000000000691e-03	-3.930167990099205170e+06	8.400325212557290797e+04
9.800000000000001418e-03	8.200000000000000691e-03	-3.923142375670520589e+06	-0.000000000000000000e+00
0.000000000000000000e+00	8.400000000000001216e-03	0.000000000000000000e+00	2.798812906501453370e+06
2.000000000000000096e-04	8.400000000000001216e-03	-1.805608729805552284e+05	2.797347134858814068e+06
4.000000000000000192e-04	8.400000000000001216e-03	-3.239027114638037747e+05	2.792700076432783622e+06
6.000000000000000559e-04	8.400000000000001216e-03	-4.663062739500212483e+05	2.784925457808276173e+06
8.000000000000000383e-04	8.400000000000001216e-03	-6.078907700695435051e+05	2.774049283253781032e+06
1.000000000000000021e-03	8.400000000000001216e-03	-7.485513921531871893e+05	2.760095232094848063e+06
1.200000000000000112e-03	8.400000000000001216e-03	-8.881406246948131593e+05	2.743089080500800163e+06
1.400000000000000203e-03	8.400000000000001216e-03	-1.026498022260451340e+06	2.723060016686167568e+06
1.600000000000000077e-03	8.400000000000001216e-03	-1.163458950585125713e+06	2.700041113808629103e+06
1.800000000000000168e-03	8.400000000000001216e-03	-1.298858054501916748e+06	2.674069491938215680e+06
2.000000000000000042e-03	8.400000000000001216e-03	-1.432530953964592423e+06	2.645186338971266057e+06
2.200000000000000133e-03	8.400000000000001216e-03	-1.564315222024603747e+06	2.613436856724833604e+06
2.400000000000000223e-03	8.400000000000001216e-03	-1.694051028746432858e+06	2.578870162134467624e+06
2.600000000000000314e-03	8.400000000000001216e-03	-1.821581610921407817e+06	2.541539158842143137e+06
2.800000000000000405e-03	8.400000000000001216e-03	-1.946753641048823949e+06	2.501500387917623390e+06
3.000000000000000062e-03	8.400000000000001216e-03	-2.069417532037309837e+06	2.458813863287101500e+06
3.200000000000000153e-03	8.400000000000001216e-03	-2.189427696872634348e+06	2.413542895799922757e+06
3.400000000000000244e-03	8.400000000000001216e-03	-2.306642773976257537e+06	2.365753908963021822e+06
3.600000000000000335e-03	8.400000000000001216e-03	-2.420925824546831194e+06	2.315516248841742519e+06
3.800000000000000426e-03	8.400000000000001216e-03	-2.532144505789908580e+06	2.262901990290533286e+06
4.000000000000000083e-03	8.400000000000001216e-03	-2.640171222626914736e+06	2.207985741442612838e+06
4.200000000000000608e-03	8.400000000000001216e-03	-2.744883259744019713e+06	2.150844448204525281e+06
4.400000000000000265e-03	8.400000000000001216e-03	-2.846162895440151915e+06	2.091557200343521312e+06
4.600000000000000790e-03	8.400000000000001216e-03	-2.943897498519421089e+06	2.030205040607313626e+06
4.800000000000000447e-03	8.400000000000001216e-03	-3.037979609365555458e+06	1.966870778169322759e+06
5.000000000000000104e-03	8.400000000000001216e-03	-3.128307006287691649e+06	1.901638807544996263e+06
5.200000000000000629e-03	8.400000000000001216e-03	-3.214782758210121654e+06	1.834594933974775719e+06
5.400000000000000286e-03	8.400000000000001216e-03	-3.297315264774729498e+06	1.765826206117377849e+06
5.600000000000000810e-03	8.400000000000001216e-03	-3.375818284922949038e+06	1.695420756744949846e+06
5.800000000000000468e-03	8.400000000000001216e-03	-3.450210955018842127e+06	1.623467651981114177e+06
6.000000000000000125e-03	8.400000000000001216e-03	-3.520417797561008483e+06	1.550056749476147350e+06
6.200000000000000649e-03	8.400000000000001216e-03	-3.586368721508348361e+06	1.475278565772884060e+06
6.400000000000000307e-03	8.400000000000001216e-03	-3.647999015211111866e+06	1.399224152984022163e+06
6.600000000000000831e-03	8.400000000000001216e-03	-3.705249332895852625e+06	1.321984984778232872e+06
6.800000000000000488e-03	8.400000000000001216e-03	-3.758065675601796247e+06	1.243652851560605923e+06
7.000000000000000146e-03	8.400000000000001216e-03	-3.806399367407311685e+06	1.164319764632097911e+06
7.200000000000000670e-03	8.400000000000001216e-03	-3.850207027721723542e+06	1.084077869025685824e+06
7.400000000000000328e-03	8.400000000000001216e-03	-3.889450540350187570e+06	1.003019364641422057e+06
7.600000000000000852e-03	8.400000000000001216e-03	-3.924097019970354158e+06	9.212364352404156234e+05
