      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  9.877e-05  5.493e-08  7.344e-08  4.798e-10  6.507e-16 
 1.000e-11  1.008e-04  2.918e-07  3.227e-05  4.638e-08  1.603e-13 
 2.000e-11  1.072e-04  8.324e-07  9.206e-05  9.173e-08  1.209e-12 
 3.000e-11  1.178e-04  1.946e-06  1.792e-04  1.253e-07  3.870e-12 
 4.000e-11  1.323e-04  4.146e-06  2.931e-04  1.428e-07  7.660e-12 
 5.000e-11  1.493e-04  7.868e-06  4.333e-04  1.746e-07  1.143e-11 
 6.000e-11  1.671e-04  1.285e-05  5.992e-04  2.436e-07  1.564e-11 
 7.000e-11  1.845e-04  1.873e-05  7.906e-04  3.379e-07  2.457e-11 
 8.000e-11  2.001e-04  2.531e-05  1.007e-03  4.162e-07  3.788e-11 
 9.000e-11  2.130e-04  3.247e-05  1.250e-03  4.628e-07  5.405e-11 
 1.000e-10  2.225e-04  4.019e-05  1.517e-03  4.852e-07  7.180e-11 
 1.100e-10  2.277e-04  4.842e-05  1.811e-03  4.874e-07  9.038e-11 
 1.200e-10  2.279e-04  5.719e-05  2.130e-03  4.786e-07  1.086e-10 
 1.300e-10  2.222e-04  6.648e-05  2.477e-03  4.649e-07  1.242e-10 
 1.400e-10  2.098e-04  7.632e-05  2.851e-03  4.508e-07  1.335e-10 
 1.500e-10  1.902e-04  8.669e-05  3.253e-03  4.391e-07  1.319e-10 
 1.600e-10  1.631e-04  9.756e-05  3.686e-03  4.306e-07  1.166e-10 
 1.700e-10  1.291e-04  1.089e-04  4.150e-03  4.255e-07  9.001e-11 
 1.800e-10  8.943e-05  1.208e-04  4.647e-03  4.235e-07  6.027e-11 
 1.900e-10  4.793e-05  1.332e-04  5.180e-03  4.235e-07  4.191e-11 
 2.000e-10  2.688e-05  1.462e-04  5.750e-03  4.237e-07  4.638e-11 
 2.100e-10  5.985e-05  1.598e-04  6.361e-03  4.239e-07  6.808e-11 
 2.200e-10  1.009e-04  1.740e-04  7.014e-03  4.269e-07  1.049e-10 
 2.300e-10  1.378e-04  1.890e-04  7.713e-03  4.362e-07  1.517e-10 
 2.400e-10  1.679e-04  2.045e-04  8.460e-03  4.549e-07  1.948e-10 
 2.500e-10  1.901e-04  2.205e-04  9.259e-03  4.825e-07  2.221e-10 
 2.600e-10  2.046e-04  2.369e-04  1.011e-02  5.155e-07  2.290e-10 
 2.700e-10  2.126e-04  2.535e-04  1.102e-02  5.494e-07  2.196e-10 
 2.800e-10  2.153e-04  2.703e-04  1.198e-02  5.806e-07  2.009e-10 
 2.900e-10  2.144e-04  2.872e-04  1.300e-02  6.066e-07  1.798e-10 
 3.000e-10  2.112e-04  3.040e-04  1.408e-02  6.267e-07  1.604e-10 
 3.100e-10  2.069e-04  3.208e-04  1.522e-02  6.410e-07  1.448e-10 
 3.200e-10  2.022e-04  3.374e-04  1.641e-02  6.509e-07  1.331e-10 
 3.300e-10  1.980e-04  3.538e-04  1.767e-02  6.575e-07  1.244e-10 
 3.400e-10  1.945e-04  3.699e-04  1.897e-02  6.619e-07  1.179e-10 
 3.500e-10  1.922e-04  3.856e-04  2.034e-02  6.648e-07  1.124e-10 
 3.600e-10  1.912e-04  4.010e-04  2.175e-02  6.664e-07  1.075e-10 
 3.700e-10  1.915e-04  4.159e-04  2.322e-02  6.670e-07  1.028e-10 
 3.800e-10  1.930e-04  4.304e-04  2.474e-02  6.670e-07  9.839e-11 
 3.900e-10  1.957e-04  4.444e-04  2.630e-02  6.672e-07  9.484e-11 
 4.000e-10  1.991e-04  4.579e-04  2.792e-02  6.681e-07  3.073e-10 
 4.100e-10  2.030e-04  4.642e-04  2.956e-02  6.658e-07  1.194e-09 
 4.200e-10  2.072e-04  4.651e-04  3.120e-02  6.654e-07  4.014e-10 
 4.300e-10  2.117e-04  4.654e-04  3.285e-02  6.654e-07  2.225e-10 
 4.400e-10  2.165e-04  4.657e-04  3.449e-02  6.654e-07  2.225e-10 
 4.500e-10  2.216e-04  4.660e-04  3.614e-02  6.654e-07  2.226e-10 
 4.600e-10  2.270e-04  4.663e-04  3.778e-02  6.654e-07  2.226e-10 
 4.700e-10  2.326e-04  4.666e-04  3.943e-02  6.654e-07  2.227e-10 
 4.800e-10  2.384e-04  4.669e-04  4.107e-02  6.654e-07  2.227e-10 
 4.900e-10  2.444e-04  4.672e-04  4.272e-02  6.654e-07  2.228e-10 
 5.000e-10  2.506e-04  4.675e-04  4.436e-02  6.654e-07  2.228e-10 
 5.100e-10  2.570e-04  4.678e-04  4.601e-02  6.654e-07  2.229e-10 
 5.200e-10  2.635e-04  4.681e-04  4.765e-02  6.654e-07  2.229e-10 
 5.300e-10  2.702e-04  4.684e-04  4.930e-02  6.653e-07  2.230e-10 
 5.400e-10  2.770e-04  4.687e-04  5.094e-02  6.653e-07  2.230e-10 
 5.500e-10  2.840e-04  4.690e-04  5.259e-02  6.653e-07  2.231e-10 
 5.600e-10  2.911e-04  4.693e-04  5.423e-02  6.653e-07  2.231e-10 
 5.700e-10  2.983e-04  4.696e-04  5.588e-02  6.653e-07  2.232e-10 
 5.800e-10  3.056e-04  4.699e-04  5.752e-02  6.653e-07  2.232e-10 
 5.900e-10  3.130e-04  4.702e-04  5.917e-02  6.653e-07  2.233e-10 
 6.000e-10  3.205e-04  4.705e-04  6.081e-02  6.653e-07  2.233e-10 
 6.100e-10  3.281e-04  4.708e-04  6.246e-02  6.653e-07  2.234e-10 
 6.200e-10  3.358e-04  4.711e-04  6.410e-02  6.653e-07  2.234e-10 
 6.300e-10  3.435e-04  4.714e-04  6.575e-02  6.653e-07  2.235e-10 
 6.400e-10  3.513e-04  4.717e-04  6.739e-02  6.653e-07  2.235e-10 
 6.500e-10  3.592e-04  4.720e-04  6.904e-02  6.653e-07  2.236e-10 
 6.600e-10  3.671e-04  4.723e-04  7.068e-02  6.653e-07  2.236e-10 
 6.700e-10  3.751e-04  4.726e-04  7.232e-02  6.653e-07  2.237e-10 
 6.800e-10  3.831e-04  4.729e-04  7.397e-02  6.653e-07  2.238e-10 
 6.900e-10  3.912e-04  4.732e-04  7.561e-02  6.653e-07  2.238e-10 
 7.000e-10  3.993e-04  4.735e-04  7.726e-02  6.653e-07  2.239e-10 
 7.100e-10  4.075e-04  4.738e-04  7.890e-02  6.653e-07  2.239e-10 
 7.200e-10  4.157e-04  4.742e-04  8.055e-02  6.652e-07  2.240e-10 
 7.300e-10  4.240e-04  4.745e-04  8.219e-02  6.652e-07  2.240e-10 
 7.400e-10  4.323e-04  4.748e-04  8.384e-02  6.652e-07  2.241e-10 
 7.500e-10  4.406e-04  4.751e-04  8.548e-02  6.652e-07  2.241e-10 
 7.600e-10  4.489e-04  4.754e-04  8.713e-02  6.652e-07  2.242e-10 
 7.700e-10  4.573e-04  4.757e-04  8.877e-02  6.652e-07  2.242e-10 
 7.800e-10  4.658e-04  4.760e-04  9.042e-02  6.652e-07  2.243e-10 
 7.900e-10  4.742e-04  4.763e-04  9.206e-02  6.652e-07  2.243e-10 
 8.000e-10  4.827e-04  4.766e-04  9.371e-02  6.652e-07  2.244e-10 
 8.100e-10  4.912e-04  4.770e-04  9.535e-02  6.652e-07  2.245e-10 
 8.200e-10  4.997e-04  4.773e-04  9.700e-02  6.652e-07  2.245e-10 
 8.300e-10  5.082e-04  4.776e-04  9.864e-02  6.652e-07  2.246e-10 
 8.400e-10  5.168e-04  4.779e-04  1.003e-01  6.652e-07  2.246e-10 
 8.500e-10  5.254e-04  4.782e-04  1.019e-01  6.652e-07  2.247e-10 
 8.600e-10  5.340e-04  4.785e-04  1.036e-01  6.651e-07  2.247e-10 
 8.700e-10  5.426e-04  4.789e-04  1.052e-01  6.651e-07  2.248e-10 
 8.800e-10  5.512e-04  4.792e-04  1.069e-01  6.651e-07  2.248e-10 
 8.900e-10  5.599e-04  4.795e-04  1.085e-01  6.651e-07  2.249e-10 
 9.000e-10  5.686e-04  4.798e-04  1.102e-01  6.651e-07  2.249e-10 
 9.100e-10  5.773e-04  4.801e-04  1.118e-01  6.651e-07  2.250e-10 
 9.200e-10  5.860e-04  4.804e-04  1.134e-01  6.651e-07  2.250e-10 
 9.300e-10  5.947e-04  4.808e-04  1.151e-01  6.651e-07  2.251e-10 
 9.400e-10  6.034e-04  4.811e-04  1.167e-01  6.651e-07  2.252e-10 
 9.500e-10  6.121e-04  4.814e-04  1.184e-01  6.651e-07  2.252e-10 
 9.600e-10  6.209e-04  4.817e-04  1.200e-01  6.651e-07  2.253e-10 
 9.700e-10  6.297e-04  4.821e-04  1.217e-01  6.651e-07  2.253e-10 
 9.800e-10  6.384e-04  4.824e-04  1.233e-01  6.651e-07  2.254e-10 
 9.900e-10  6.472e-04  4.827e-04  1.250e-01  6.651e-07  2.254e-10 
 1.000e-09  6.560e-04  4.830e-04  1.266e-01  6.650e-07  2.255e-10 
                                                            
