      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  9.877e-05  1.137e-08  1.507e-08  4.031e-10  5.235e-16 
 1.000e-11  1.004e-04  2.177e-07  1.321e-05  4.336e-08  2.496e-13 
 2.000e-11  1.055e-04  7.579e-07  4.530e-05  8.802e-08  2.479e-12 
 3.000e-11  1.142e-04  1.873e-06  9.617e-05  1.265e-07  8.191e-12 
 4.000e-11  1.263e-04  4.109e-06  1.655e-04  1.518e-07  1.578e-11 
 5.000e-11  1.407e-04  8.232e-06  2.529e-04  1.831e-07  2.566e-11 
 6.000e-11  1.562e-04  1.439e-05  3.579e-04  2.581e-07  4.220e-11 
 7.000e-11  1.711e-04  2.231e-05  4.802e-04  3.665e-07  7.094e-11 
 8.000e-11  1.841e-04  3.171e-05  6.196e-04  4.708e-07  1.128e-10 
 9.000e-11  1.938e-04  4.248e-05  7.760e-04  5.588e-07  1.680e-10 
 1.000e-10  1.993e-04  5.453e-05  9.494e-04  6.161e-07  2.277e-10 
 1.100e-10  1.998e-04  6.778e-05  1.140e-03  6.363e-07  2.838e-10 
 1.200e-10  1.943e-04  8.207e-05  1.349e-03  6.323e-07  3.297e-10 
 1.300e-10  1.825e-04  9.728e-05  1.575e-03  6.140e-07  3.559e-10 
 1.400e-10  1.637e-04  1.133e-04  1.821e-03  5.924e-07  3.556e-10 
 1.500e-10  1.382e-04  1.300e-04  2.088e-03  5.746e-07  3.250e-10 
 1.600e-10  1.067e-04  1.475e-04  2.375e-03  5.648e-07  2.730e-10 
 1.700e-10  7.167e-05  1.657e-04  2.686e-03  5.626e-07  2.264e-10 
 1.800e-10  4.166e-05  1.848e-04  3.022e-03  5.642e-07  2.302e-10 
 1.900e-10  4.508e-05  2.049e-04  3.384e-03  5.650e-07  3.071e-10 
 2.000e-10  7.696e-05  2.262e-04  3.775e-03  5.636e-07  4.460e-10 
 2.100e-10  1.105e-04  2.490e-04  4.196e-03  5.630e-07  6.336e-10 
 2.200e-10  1.375e-04  2.735e-04  4.652e-03  5.696e-07  8.414e-10 
 2.300e-10  1.546e-04  2.996e-04  5.144e-03  5.859e-07  1.026e-09 
 2.400e-10  1.605e-04  3.274e-04  5.675e-03  6.091e-07  1.157e-09 
 2.500e-10  1.555e-04  3.570e-04  6.249e-03  6.347e-07  1.229e-09 
 2.600e-10  1.410e-04  3.883e-04  6.868e-03  6.581e-07  1.263e-09 
 2.700e-10  1.193e-04  4.213e-04  7.536e-03  6.748e-07  1.289e-09 
 2.800e-10  9.369e-05  4.561e-04  8.254e-03  6.829e-07  1.338e-09 
 2.900e-10  6.916e-05  4.923e-04  9.025e-03  6.830e-07  1.417e-09 
 3.000e-10  5.448e-05  5.299e-04  9.851e-03  6.781e-07  1.517e-09 
 3.100e-10  5.961e-05  5.685e-04  1.073e-02  6.735e-07  1.616e-09 
 3.200e-10  8.007e-05  6.077e-04  1.167e-02  6.747e-07  1.696e-09 
 3.300e-10  1.061e-04  6.474e-04  1.267e-02  6.854e-07  1.747e-09 
 3.400e-10  1.336e-04  6.872e-04  1.373e-02  7.057e-07  1.767e-09 
 3.500e-10  1.612e-04  7.269e-04  1.485e-02  7.330e-07  1.758e-09 
 3.600e-10  1.888e-04  7.661e-04  1.602e-02  7.641e-07  1.724e-09 
 3.700e-10  2.165e-04  8.049e-04  1.725e-02  7.960e-07  1.670e-09 
 3.800e-10  2.446e-04  8.429e-04  1.854e-02  8.263e-07  1.601e-09 
 3.900e-10  2.734e-04  8.801e-04  1.989e-02  8.527e-07  1.519e-09 
 4.000e-10  3.033e-04  9.164e-04  2.128e-02  8.728e-07  1.428e-09 
 4.100e-10  3.343e-04  9.517e-04  2.274e-02  8.829e-07  1.333e-09 
 4.200e-10  3.667e-04  9.860e-04  2.424e-02  8.769e-07  1.243e-09 
 4.300e-10  4.004e-04  1.019e-03  2.579e-02  8.461e-07  1.176e-09 
 4.400e-10  4.352e-04  1.051e-03  2.739e-02  7.816e-07  1.153e-09 
 4.500e-10  4.704e-04  1.076e-03  2.902e-02  7.126e-07  8.353e-09 
 4.600e-10  5.059e-04  1.086e-03  3.066e-02  6.928e-07  6.961e-09 
 4.700e-10  5.413e-04  1.090e-03  3.231e-02  6.904e-07  4.015e-09 
 4.800e-10  5.768e-04  1.092e-03  3.395e-02  6.901e-07  2.004e-09 
 4.900e-10  6.123e-04  1.092e-03  3.560e-02  6.901e-07  7.402e-10 
 5.000e-10  6.478e-04  1.093e-03  3.724e-02  6.901e-07  5.437e-10 
                                                            
