      time       stdx       stdz       avgz   nemixrms   nemizrms 
 0.000e+00  2.383e-04  1.133e-08  1.506e-08  3.827e-09  5.483e-16 
 1.000e-11  2.384e-04  2.893e-06  1.203e-05  7.525e-07  1.004e-11 
 2.000e-11  2.375e-04  1.160e-05  4.008e-05  1.376e-06  7.545e-11 
 3.000e-11  2.382e-04  2.605e-05  8.267e-05  1.743e-06  1.925e-10 
 4.000e-11  2.418e-04  4.516e-05  1.388e-04  1.775e-06  3.627e-10 
 5.000e-11  2.479e-04  6.725e-05  2.092e-04  1.535e-06  5.661e-10 
 6.000e-11  2.546e-04  9.141e-05  2.952e-04  1.251e-06  7.440e-10 
 7.000e-11  2.598e-04  1.174e-04  3.979e-04  1.091e-06  8.764e-10 
 8.000e-11  2.620e-04  1.451e-04  5.176e-04  1.063e-06  9.755e-10 
 9.000e-11  2.606e-04  1.745e-04  6.549e-04  1.087e-06  1.046e-09 
 1.000e-10  2.550e-04  2.052e-04  8.101e-04  1.104e-06  1.093e-09 
 1.100e-10  2.449e-04  2.369e-04  9.839e-04  1.100e-06  1.116e-09 
 1.200e-10  2.300e-04  2.695e-04  1.177e-03  1.088e-06  1.114e-09 
 1.300e-10  2.102e-04  3.029e-04  1.390e-03  1.085e-06  1.098e-09 
 1.400e-10  1.853e-04  3.372e-04  1.623e-03  1.094e-06  1.078e-09 
 1.500e-10  1.558e-04  3.725e-04  1.879e-03  1.109e-06  1.089e-09 
 1.600e-10  1.233e-04  4.092e-04  2.157e-03  1.123e-06  1.181e-09 
 1.700e-10  9.194e-05  4.474e-04  2.459e-03  1.131e-06  1.401e-09 
 1.800e-10  7.167e-05  4.875e-04  2.786e-03  1.132e-06  1.764e-09 
 1.900e-10  7.623e-05  5.299e-04  3.140e-03  1.128e-06  2.251e-09 
 2.000e-10  1.008e-04  5.747e-04  3.522e-03  1.123e-06  2.818e-09 
 2.100e-10  1.302e-04  6.226e-04  3.934e-03  1.126e-06  3.388e-09 
 2.200e-10  1.557e-04  6.737e-04  4.378e-03  1.137e-06  3.885e-09 
 2.300e-10  1.734e-04  7.285e-04  4.857e-03  1.149e-06  4.279e-09 
 2.400e-10  1.812e-04  7.872e-04  5.374e-03  1.155e-06  4.607e-09 
 2.500e-10  1.788e-04  8.500e-04  5.930e-03  1.153e-06  4.947e-09 
 2.600e-10  1.671e-04  9.171e-04  6.529e-03  1.143e-06  5.368e-09 
 2.700e-10  1.478e-04  9.882e-04  7.174e-03  1.132e-06  5.893e-09 
 2.800e-10  1.240e-04  1.063e-03  7.866e-03  1.122e-06  6.492e-09 
 2.900e-10  9.999e-05  1.142e-03  8.609e-03  1.119e-06  7.104e-09 
 3.000e-10  8.264e-05  1.223e-03  9.405e-03  1.120e-06  7.656e-09 
 3.100e-10  8.034e-05  1.308e-03  1.026e-02  1.122e-06  8.088e-09 
 3.200e-10  9.492e-05  1.394e-03  1.116e-02  1.123e-06  8.371e-09 
 3.300e-10  1.197e-04  1.481e-03  1.213e-02  1.123e-06  8.505e-09 
 3.400e-10  1.489e-04  1.569e-03  1.315e-02  1.121e-06  8.511e-09 
 3.500e-10  1.798e-04  1.657e-03  1.423e-02  1.120e-06  8.414e-09 
 3.600e-10  2.112e-04  1.745e-03  1.536e-02  1.119e-06  8.243e-09 
 3.700e-10  2.431e-04  1.831e-03  1.656e-02  1.119e-06  8.014e-09 
 3.800e-10  2.756e-04  1.917e-03  1.781e-02  1.120e-06  7.739e-09 
 3.900e-10  3.088e-04  2.000e-03  1.912e-02  1.121e-06  7.423e-09 
 4.000e-10  3.431e-04  2.082e-03  2.048e-02  1.120e-06  7.077e-09 
 4.100e-10  3.786e-04  2.161e-03  2.190e-02  1.114e-06  6.717e-09 
 4.200e-10  4.155e-04  2.238e-03  2.337e-02  1.097e-06  6.375e-09 
 4.300e-10  4.538e-04  2.313e-03  2.489e-02  1.068e-06  6.441e-09 
 4.400e-10  4.930e-04  2.378e-03  2.645e-02  1.062e-06  2.816e-08 
 4.500e-10  5.328e-04  2.426e-03  2.805e-02  1.100e-06  3.862e-08 
 4.600e-10  5.730e-04  2.455e-03  2.967e-02  1.136e-06  2.990e-08 
 4.700e-10  6.133e-04  2.465e-03  3.130e-02  1.146e-06  7.460e-09 
 4.800e-10  6.536e-04  2.465e-03  3.295e-02  1.144e-06  1.181e-09 
 4.900e-10  6.940e-04  2.466e-03  3.459e-02  1.144e-06  1.181e-09 
 5.000e-10  7.343e-04  2.466e-03  3.624e-02  1.144e-06  1.181e-09 
                                                            
